Song ID,Song Name,Day,Month,Year,Playlist ID
spotify:track:6gMj2DzKR2PjrrbNSwcGFR,OA,14,10,2023,7BVdK0Y421jaEB9iQc4IJZ
spotify:track:7b6QP0Pz2sqyW7yyXodpm6,Tu Me Enamoraste - Remix,14,10,2023,7BVdK0Y421jaEB9iQc4IJZ
spotify:track:592N8DGy8vv2I6VkQ7Wzy2,Tú Me Enamoraste,14,10,2023,7BVdK0Y421jaEB9iQc4IJZ
spotify:track:1mrQYY0NATPCe7WOYcCKf1,Vete Pal Carajo,14,10,2023,7BVdK0Y421jaEB9iQc4IJZ
spotify:track:6ZprqcYFC6D9eIZaCoqrSn,Gently (feat. Bad Bunny),14,10,2023,7BVdK0Y421jaEB9iQc4IJZ
spotify:track:6U9xvkN1rKzK8yLvfPC8ok,Por un Segundo,14,10,2023,7BVdK0Y421jaEB9iQc4IJZ
spotify:track:5hyKw9bjqXCcIxAoDmAxMJ,No Estuviste En Lo Malo - REMIX,14,10,2023,7BVdK0Y421jaEB9iQc4IJZ
spotify:track:2khjSwh01eCWBstZo9rDGn,Fine Madeline,14,10,2023,7BVdK0Y421jaEB9iQc4IJZ
spotify:track:403SdJ62eNPjNc94vJQJOu,Japanese Posters,14,10,2023,7BVdK0Y421jaEB9iQc4IJZ
spotify:track:3t3R1VG8iItpdgd6sJaeOi,Smile,14,10,2023,7BVdK0Y421jaEB9iQc4IJZ
spotify:track:5CS1phsVvsOCa8eowYgA1T,Remember Me,14,10,2023,7BVdK0Y421jaEB9iQc4IJZ
spotify:track:6AkCPRgpyt2jMF3RGjzJsw,Podemos Repetirlo (Remix),14,10,2023,7BVdK0Y421jaEB9iQc4IJZ
spotify:track:4sNG6zQBmtq7M8aeeKJRMQ,Brazil,14,10,2023,7BVdK0Y421jaEB9iQc4IJZ
spotify:track:4wIS6O78jMxtI9vZzsGgnV,headache,14,10,2023,7BVdK0Y421jaEB9iQc4IJZ
spotify:track:01ppKlDRCmPpusO3yNrSRY,TELEFONO NUEVO,13,10,2023,7BVdK0Y421jaEB9iQc4IJZ
spotify:track:0rDQZJtSGgsB2rdkObpdFa,VOU 787,13,10,2023,7BVdK0Y421jaEB9iQc4IJZ
spotify:track:1C7lXfx4Y5maVl4AgUVlHA,ACHO PR,13,10,2023,7BVdK0Y421jaEB9iQc4IJZ
spotify:track:1ODFVLQszq0hCOdZtqV5wq,MR. OCTOBER,13,10,2023,7BVdK0Y421jaEB9iQc4IJZ
spotify:track:1U3A66OHQyTu4N2QTMsP86,GRACIAS POR NADA,13,10,2023,7BVdK0Y421jaEB9iQc4IJZ
spotify:track:1YnChEM51BVZ5dRhbVFEMl,SEDA,13,10,2023,7BVdK0Y421jaEB9iQc4IJZ
spotify:track:23d8v6tU6lR77pFKsApMtF,NADIE SABE,13,10,2023,7BVdK0Y421jaEB9iQc4IJZ
spotify:track:2sTDlCxmuZCTDKKk9f1qus,WHERE SHE GOES,13,10,2023,7BVdK0Y421jaEB9iQc4IJZ
spotify:track:39L3LdlHS3gqB62HPWaJRg,NO ME QUIERO CASAR,13,10,2023,7BVdK0Y421jaEB9iQc4IJZ
spotify:track:3NhstUmrlhaN1M6hP8zMbb,BABY NUEVA,13,10,2023,7BVdK0Y421jaEB9iQc4IJZ
spotify:track:3TYOH7ta0101NYssoH5GlU,MERCEDES CAROTA,13,10,2023,7BVdK0Y421jaEB9iQc4IJZ
spotify:track:3mRF0YNsDdFKFnxwg16hSz,VUELVE CANDY B,13,10,2023,7BVdK0Y421jaEB9iQc4IJZ
spotify:track:3nNmRE0DxHC6ZaKkrpUumS,FINA,13,10,2023,7BVdK0Y421jaEB9iQc4IJZ
spotify:track:4Jc7252S1P99DjQ1lNGEOc,CYBERTRUCK,13,10,2023,7BVdK0Y421jaEB9iQc4IJZ
