Song ID,Song Name,Day,Month,Year,Playlist ID
spotify:track:5gWAOjO8vLlTsRnujGxvar,Como Yo Le Doy,30,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:0lMbuWUpfTWhEmOKxppEau,Rollin (feat. Future & Khalid),30,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:6A8llSO9QFF4djCCmuCrNu,Flashback,30,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:7B1Dl3tXqySkB8OPEwVvSu,We'll Be Coming Back (feat. Example),30,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:1KtD0xaLAikgIt5tPbteZQ,Thinking About You (feat. Ayah Marar),30,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:22PTmk4mzAVi92WiQPAcFp,"New To You (with Normani, Tinashe, & Offset)",30,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:0saGACKtFP1ZVW4Nd4IkCw,We'll Meet Again,30,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:4hbHCzJR32HSx0vgrIrkbR,Never Slow Down,30,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:35M0f7FydKKMr3Q6lpyJfY,Where We Go,30,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:7pDdE5FLqcNCvjxzRzm80r,Breathe (feat. kaspara),30,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:5rrJO4lDSRslgr2zZQbE1N,Where I Want To Be,30,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:1PD1db7tOHdTfj3L5MAVeq,Can't Stop Me,30,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:6MIQXJ8FIrmfUNE661f7Ph,Cachorro,30,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:3otra9el4GhzYrql7RGjGc,Always Running,29,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:5HCMxtjQaeLrNQOT5qRksq,Oasis - Kyco x Barkley Remix,29,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:7BP5rsO65DiFzF9ddSDuUA,Live Another Day,29,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:4aEOz6ZpXh3wF4FOdJHOPV,Escápate Conmigo - Remix,29,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:5bmSver2b3ZXyuyLKtgnFI,BAD CON NICKY,29,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:7FGho3Adev1y2hTB949PGv,Netzwerk (Falls Like Rain),28,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:6K4t31amVTZDgR3sKmwUJJ,The Less I Know The Better,28,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:0sVjznQ8iePp7f8cdEWFsc,leaking red glitter,28,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:1nexIdjiPdecqQ4sFVA0G8,COLORS,27,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:5Ypt0bqLK0u0gU0UjkfuMM,La Cumbia De Los Vaqueros,26,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:7lGykOE1RLpDjc3YVrVwyz,Home,24,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:4QqlAslC846a1FIHHRqFvt,Ответа Нет / Otveta Net,24,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:2xpZofg9x7V4cpLY9KhisO,Years,24,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:52Q9b7ra6aGPgNuVpcoXFk,Close to Me,24,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:0VEgi6SMJz82mY00mecjEk,Iosefka,24,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:2rsKnb69R9MwHiUhNztJo6,Acracy,24,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:3rtJrKULeE58mKLHoX5OrA,Dead to Me,24,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:30EldS3xSf98r4S6BOf7ZP,In Your Arms,24,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:2gjUkYpO1t1Jt0th2w3uN3,The Rose of Versailles,24,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:21V0luspsMTcbO7Ei7rM7f,I Detach (Mr.Kitty Remix),24,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:1tawudgJGyb4THrFpkyidx,Unstable,24,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:61sQ0YuUR68rwSzq4vlJBx,Holy Death,24,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:5nfsmQCgW5fsux77qlBWZ2,The Stranglings - Mr.Kitty Remix,24,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:4HIYZdQHMFfSxEKtukG5AY,A World That's Ending,24,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:403EjoWwYSX37paKSySxs1,Silhouette,24,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:4GFF8KTXPeL3Omy31aD8A4,Destroy Me,24,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:0l2Ob0zMIQ21gJn642HyQ1,0% Angel,24,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:3aE27Z5DDaeTcBQjTnsUMo,Neglect,24,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:3maqY8XwtNEzFbMZymWLrD,Habits (feat. PASTEL GHOST),24,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:23Lyy7ZXRvzfgH4JtDkKrX,No Se Va - EN VIVO,24,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:4AiFSXnVm0Bqecjdn3Brr8,ghost boy,24,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:3xeioUDQyTqoWQDpz12CuE,WE MADE PLANS & GOD LAUGHED,24,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:4eIBTgzVW8X1IU8H3GTMC5,Oracle,24,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:3PZuIQDPoEgjyij1ZFwfi8,Bitter Man,24,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:63XetbuuKLMyjIaVdZtFP1,WHERE DOES YOUR SPIRIT GO?,24,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:5Qu7WOVHuCa6tODwUmFIPX,Крыши,23,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:4nvsRb9ypaqqDXcZxjn6ba,Клетка,23,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:7svpAkwc6xaSxlbZ7V7JiS,i was all over her,23,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:2XwcKJW9Q0gaDIZzg0dKQt,Advice,23,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:3VCXx37jNGNOMns6z2OnvJ,Swing Lynn,23,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:1edwmMvmOqpzNHU6V1MbDz,Nothing Is Fair (Interlude),23,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:6xJSVfI6xi51iJrbm9KjXb,Telephone,23,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:0UV5zxRMz6AO4ZwUOZNIKI,Where'd All the Time Go?,23,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:3Z6cltU0OfbUdSZtZlzKPL,Dream Girl,23,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:4uAroDA0MZfY6tfXDRsdxG,Kids - Live,23,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:3pyyGVqWvRMq43qtJBzxe0,Kids,23,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:0jmBNbkOd3Bi2Te4LXDWOm,talk every night,23,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:50naDXYjnGlLgrE7yUxsok,LISBOA,23,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:2g44zpWweSyrgCQJzaagso,New Flesh - Live,23,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:2sH1DIngiSA8EQfkcQXpBq,La Melodía,23,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:7AECRfdz6nf5rTHzj6fBML,City Lights - Radio Edit,23,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:5bfep56ypsHGIR4i5KPKJN,Tamagotchi,22,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:7mMmRGHCrxF8T3opGtrpHh,Ven Mami,22,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:6Zjs6nPrDHmKvAUw80FJH6,One Last Night On Earth - Speaker Of The House Remix,22,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:1m3vmoYlc3tm1cNV0QWzzN,Rhythm Is A Dancer (feat. Kaleena Zanders),22,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:05HVzu7VRLB3f72o0UZzNf,You Know Why - Don Diablo Edit,22,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:16cTp4eizJ4b39ylpT3zWC,Shadow - VIP Mix,22,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:2C2TGgFzrTRIOdQS1vUN5h,Ginza,21,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:0CYTGMBYkwUxrj1MWDLrC5,CHORRITO PA LAS ANIMAS,21,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:1o6DL0otgQMsUebziSC7kA,Me Niegas,21,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:2vsoD8S1OyrWSVIA43hjaU,Si Te La Encuentras Por Ahí,21,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:7J4ldEKgygxQrKo0y9msdH,Esta Noche,21,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:5itOtNx0WxtJmi1TQ3RuRd,Giant (with Rag'n'Bone Man),20,4,2023,1zO0eFXPlbwp0uMWKN0RN4
spotify:track:0GmiGIxXDNrePrHBpijYDp,Sigue Bailandome,20,4,2023,1zO0eFXPlbwp0uMWKN0RN4
