Song ID,Song Name,Day,Month,Year,Playlist ID
spotify:track:4AzWYzYn4fc7NQ6AQJ9l9J,Nomu,31,12,2022,1SALpYUHpogopFey5iZCdT
spotify:track:1zwQp4CKifcF2yC6kdRQfa,Boy From Manchester,31,12,2022,1SALpYUHpogopFey5iZCdT
spotify:track:34hTNaJabBsvep2uCmfl9X,Year of the Young,31,12,2022,1SALpYUHpogopFey5iZCdT
spotify:track:3yoofe40R5GXKvLyr7PnJW,reojo2k21,31,12,2022,1SALpYUHpogopFey5iZCdT
spotify:track:65SjaqhfKeFhmXprzlzyn4,Nostalgic,30,12,2022,1SALpYUHpogopFey5iZCdT
spotify:track:1tuXOJYN6CkgubpifHEm96,I'll Wait,30,12,2022,1SALpYUHpogopFey5iZCdT
spotify:track:7qZOnik9K8Mv987ccBjwwj,Wait Another Day,30,12,2022,1SALpYUHpogopFey5iZCdT
spotify:track:3LGqmgDKefGR9zp3h92VmW,Sing Your Lullaby,30,12,2022,1SALpYUHpogopFey5iZCdT
spotify:track:0gHs7OcFWHR0drakGdLC2J,Crocodile Tears (feat. Jens Hult) - Acoustic,30,12,2022,1SALpYUHpogopFey5iZCdT
spotify:track:1HPJpgceRg6KPO11nMhWlt,Without You,30,12,2022,1SALpYUHpogopFey5iZCdT
spotify:track:5yYcUqdQoaYa3udHBsUMDA,On My Way,30,12,2022,1SALpYUHpogopFey5iZCdT
spotify:track:5W05N4aETUauCVzddI8L66,Use Your Love (feat. Goldford),30,12,2022,1SALpYUHpogopFey5iZCdT
spotify:track:2OA3jzS8vLCozzgUTv0Eo6,Come Around,30,12,2022,1SALpYUHpogopFey5iZCdT
spotify:track:1nWplg2wIdoaajVFRaHzlf,Stuck on u,30,12,2022,1SALpYUHpogopFey5iZCdT
spotify:track:0VjIjW4GlUZAMYd2vXMi3b,Blinding Lights,30,12,2022,1SALpYUHpogopFey5iZCdT
spotify:track:0S6CXA5LpRDX6b4akgrOot,Love is a Laserquest,30,12,2022,1SALpYUHpogopFey5iZCdT
spotify:track:79iXIJKvBF0kI8aKZq78PB,Island in the Sun,30,12,2022,1SALpYUHpogopFey5iZCdT
