Song ID,Song Name,Day,Month,Year,Playlist ID
spotify:track:2m8V3evS07OnhatBWyh0Nt,PARANORMAL,30,6,2023,0nUuN31axk00sEvYQur2jo
spotify:track:614NVFo5csQqRnryl4jXs2,El Telefono,30,6,2023,0nUuN31axk00sEvYQur2jo
spotify:track:1vRkS74lAQEucagUBmUryC,MERCHO REMIX,30,6,2023,0nUuN31axk00sEvYQur2jo
spotify:track:5NhLA2P7AiV3cloVmwtwLS,PASIEMPRE,30,6,2023,0nUuN31axk00sEvYQur2jo
spotify:track:2HlLAQJS5Myqi79v0503Yp,"Ran Bim Bam (with Rochy RD, Yomel El Meloso, Bryant Grety, Tief El Bellaco) - Remix",29,6,2023,0nUuN31axk00sEvYQur2jo
spotify:track:3Ke1NVElHXQpBeuWz6QOt8,Una Cita - Remix,29,6,2023,0nUuN31axk00sEvYQur2jo
spotify:track:30fCM2GlTrfuUmbykt5kKV,KIKI,27,6,2023,0nUuN31axk00sEvYQur2jo
spotify:track:0J9g1MMJDhyvOb3NWckHMm,Chulo pt.2,27,6,2023,0nUuN31axk00sEvYQur2jo
spotify:track:3XsYMEJutxpTiNXXRvodQH,RoCKSTAR 2.0,27,6,2023,0nUuN31axk00sEvYQur2jo
spotify:track:5pv6Z4veEqPwAwU8IKhasj,Across the Spider-Verse (Intro),26,6,2023,0nUuN31axk00sEvYQur2jo
spotify:track:1PyEIqKSHiGNK9KjxosuHi,LA BABY,26,6,2023,0nUuN31axk00sEvYQur2jo
spotify:track:1uKjQoh8JZj9ryuYRhpd7E,Ahora Te Puedes Marchar,26,6,2023,0nUuN31axk00sEvYQur2jo
spotify:track:2iUmqdfGZcHIhS3b9E9EWq,Everybody Talks,26,6,2023,0nUuN31axk00sEvYQur2jo
spotify:track:0xsx6LQCgGtAQVBqRaUGqx,Vibrando Alto,26,6,2023,0nUuN31axk00sEvYQur2jo
spotify:track:6kRVdk5YVE7TH5yWDeCTcO,Morir de Amor </3,25,6,2023,0nUuN31axk00sEvYQur2jo
spotify:track:7EPqkHLa5zplrNOB5EJykF,Submarino,25,6,2023,0nUuN31axk00sEvYQur2jo
spotify:track:7Hnzg7IFjYKXIbszMAIvy3,Days,25,6,2023,0nUuN31axk00sEvYQur2jo
spotify:track:3W8oGQi947ofWesrIYXP2n,Hasta Que Salga El Sol,25,6,2023,0nUuN31axk00sEvYQur2jo
spotify:track:7L2l456pxZtOIn9ZywlmNY,Lalala,25,6,2023,0nUuN31axk00sEvYQur2jo
spotify:track:5ipdTWv3St0ZGJ6WDniovn,Bad,24,6,2023,0nUuN31axk00sEvYQur2jo
spotify:track:0Sm62mG7sgagO4wF8w8NsY,This Is The Life - Sped Up Version,24,6,2023,0nUuN31axk00sEvYQur2jo
spotify:track:2T3jgoAMbBXiMMD8pSc6QL,This Is The Life,24,6,2023,0nUuN31axk00sEvYQur2jo
spotify:track:5pjDpfO9REGEBvQnDB8iye,Loner,24,6,2023,0nUuN31axk00sEvYQur2jo
spotify:track:6exC3DNfDb9Y8wA2lhnVV8,antes de perderte (OG VERSION),24,6,2023,0nUuN31axk00sEvYQur2jo
spotify:track:46RN1tO6VwqnNBeq9yOHiX,Karma,24,6,2023,0nUuN31axk00sEvYQur2jo
spotify:track:1W2LFlC2zWTceqXXby3W4m,No me siento mejor,24,6,2023,0nUuN31axk00sEvYQur2jo
